Order ID,Order Date,Customer ID,Country,State,Product ID,Product Name,Sales Channel,Quantity,Price,Profit,Revenue,Region 
IN-2023-11046,22/09/2023,CQ-74395,United States,Georgia,OFF-SO-137806,Socks,Online Store,5,10.36,15.65,51.8,South
IN-2022-91064,24/03/2022,UY-47345,United States,Hawaii,OFF-SH-563381,Shirts,Online Store,2,25.86,11.22,51.72,West
IN-2023-97917,17/06/2023,LB-96659,United States,Idaho,OFF-LE-851960,Leggings,Marketplaces,4,41.05,33.45,164.2,West
IN-2023-59870,26/06/2023,WT-46747,United States,Illinois,OFF-SO-394373,Socks,Pop-ups & Events,5,10.35,12.6,51.75,Midwest
IN-2023-91017,13/09/2023,HI-34767,United States,Indiana,OFF-SH-709056,Shirts,Online Store,3,25.89,24.06,77.67,Midwest
IN-2024-87183,24/03/2024,BT-33501,United States,Iowa,OFF-TA-473647,Tank Tops,Pop-ups & Events,4,20.92,28.93,83.68,Midwest
IN-2024-70983,06/04/2024,SZ-45545,United States,Kansas,OFF-SN-523342,Sneakers,Retail Stores,2,80.03,35.43,160.06,Midwest
IN-2023-90120,06/03/2023,DH-94100,United States,Kentucky,OFF-YO-870982,Yoga Mats,Pop-ups & Events,3,49.07,44.81,147.21,South
IN-2022-68814,11/11/2022,EE-26691,United States,Louisiana,OFF-YO-932621,Yoga Mats,Retail Stores,5,51.03,86.72,255.15,South
IN-2022-23967,11/11/2022,EB-47589,United States,Maine,OFF-SO-660386,Socks,Online Store,5,9.99,12.35,49.95,Northeast
IN-2022-67999,20/06/2022,QT-91061,United States,Maryland,OFF-SP-135537,Sports Bras,Retail Stores,5,29.11,31.23,145.55,South
IN-2024-57861,08/05/2024,PP-19238,United States,Massachusetts,OFF-LE-748748,Leggings,Retail Stores,1,40.18,13.82,40.18,Northeast
IN-2023-82680,27/03/2023,KA-67235,United States,Michigan,OFF-JA-994016,Jackets,Pop-ups & Events,5,100.94,182.96,504.7,Midwest
IN-2023-78601,08/04/2023,YK-52019,United States,Minnesota,OFF-YO-677655,Yoga Mats,Pop-ups & Events,5,50.32,78.17,251.6,Midwest
IN-2023-99164,14/05/2023,NH-53788,United States,Mississippi,OFF-SP-877385,Sports Bras,Marketplaces,5,29.35,40.87,146.75,South
IN-2022-92859,07/09/2022,DP-40777,United States,Missouri,OFF-BA-801067,Backpacks,Pop-ups & Events,2,71.99,37.86,143.98,Midwest
IN-2022-16598,06/08/2022,GU-83277,United States,Montana,OFF-SP-355941,Sports Bras,Marketplaces,2,30.87,23.88,61.74,West
IN-2022-59196,29/01/2022,CH-24462,United States,Nebraska,OFF-SP-942306,Sports Bras,Retail Stores,3,30.18,28.74,90.54,Midwest
IN-2023-85461,20/01/2023,PA-73842,United States,Nevada,OFF-TA-907899,Tank Tops,Retail Stores,5,19.87,33.05,99.35,West
IN-2023-58452,15/07/2023,GO-37758,United States,New Hampshire,OFF-YO-217967,Yoga Mats,Retail Stores,2,50.75,29.74,101.5,Northeast
IN-2024-15755,29/04/2024,IU-75272,United States,New Jersey,OFF-JA-670357,Jackets,Online Store,3,100.77,80.85,302.31,Northeast
IN-2022-29788,17/07/2022,ZC-42401,United States,New Mexico,OFF-JA-776455,Jackets,Pop-ups & Events,5,97.76,188.53,488.8,West
IN-2024-46370,10/06/2024,FE-24425,United States,New York,OFF-BA-596948,Backpacks,Marketplaces,5,73.41,85.16,367.05,Northeast
IN-2024-53302,20/08/2024,IU-73018,United States,North Carolina,OFF-TA-213671,Tank Tops,Pop-ups & Events,2,19.72,14.65,39.44,South
IN-2023-41199,24/08/2023,RA-65849,United States,North Dakota,OFF-SO-279423,Socks,Retail Stores,5,9.89,14.54,49.45,Midwest
IN-2023-50633,12/10/2023,YY-52955,United States,Ohio,OFF-LE-587543,Leggings,Pop-ups & Events,1,41.61,10.04,41.61,Midwest
IN-2022-78122,06/12/2022,FK-79474,United States,Oklahoma,OFF-SO-247384,Socks,Marketplaces,2,10.1,5.16,20.2,South
IN-2023-57083,17/04/2023,YX-95270,United States,Oregon,OFF-TA-516685,Tank Tops,Pop-ups & Events,1,20.63,4.53,20.63,West
IN-2023-36605,08/02/2023,JV-64466,United States,Pennsylvania,OFF-SO-729653,Socks,Pop-ups & Events,3,10.24,11.71,30.72,Northeast
IN-2022-88882,19/01/2022,QF-48179,United States,Rhode Island,OFF-SO-498259,Socks,Pop-ups & Events,5,10.12,14.99,50.6,Northeast
IN-2023-13984,20/06/2023,QV-84912,United States,South Carolina,OFF-BA-400002,Backpacks,Marketplaces,4,68.26,55.44,273.04,South
IN-2022-81253,05/05/2022,VD-12829,United States,South Dakota,OFF-LE-750830,Leggings,Marketplaces,5,40.69,46.72,203.45,Midwest
IN-2023-64071,27/11/2023,YJ-35888,United States,Tennessee,OFF-SN-879459,Sneakers,Retail Stores,1,82.41,30.39,82.41,South
IN-2024-56125,01/11/2024,MQ-67761,United States,Texas,OFF-YO-650689,Yoga Mats,Marketplaces,1,49.82,10.78,49.82,South
IN-2022-75748,21/06/2022,YQ-13192,United States,Utah,OFF-YO-254363,Yoga Mats,Retail Stores,5,50.35,89.48,251.75,West
IN-2022-93007,12/09/2022,WF-38604,United States,Vermont,OFF-TA-122671,Tank Tops,Pop-ups & Events,1,20.62,7.21,20.62,Northeast
IN-2022-71915,06/11/2022,TL-37919,United States,Virginia,OFF-LE-332688,Leggings,Pop-ups & Events,5,39.61,61.28,198.05,South
IN-2024-43695,14/05/2024,QK-22503,United States,Washington,OFF-JA-442241,Jackets,Marketplaces,1,104.23,41.46,104.23,West
IN-2024-18679,26/08/2024,FS-61002,United States,West Virginia,OFF-SP-559627,Sports Bras,Marketplaces,3,29.93,25.03,89.79,South
IN-2024-50849,20/09/2024,GR-68358,United States,Wisconsin,OFF-TA-423849,Tank Tops,Pop-ups & Events,4,19.75,21.29,79,Midwest
IN-2024-12711,10/11/2024,MO-22600,United States,Wyoming,OFF-SP-922892,Sports Bras,Retail Stores,4,30.17,40.62,120.68,West
IN-2022-42403,15/08/2022,WR-52051,United States,Alabama,OFF-SH-559957,Shirts,Marketplaces,1,24.93,7.44,24.93,South
IN-2024-66897,04/04/2024,KN-20652,United States,District of Columbia,OFF-SN-166474,Sneakers,Retail Stores,4,80.26,66.38,321.04,West
IN-2022-89404,23/08/2022,DY-78727,United States,Arizona,OFF-SP-200262,Sports Bras,Online Store,5,29.49,31.06,147.45,West
IN-2023-14321,26/02/2023,SC-53261,United States,Arkansas,OFF-SN-479626,Sneakers,Retail Stores,5,80.77,152.98,403.85,South
IN-2022-64068,18/02/2022,XN-67221,United States,California,OFF-SN-703022,Sneakers,Pop-ups & Events,2,83.54,57.52,167.08,West
IN-2022-57068,08/06/2022,AP-59172,United States,Colorado,OFF-SH-862025,Shirts,Pop-ups & Events,3,25.34,26.14,76.02,West
IN-2024-54666,12/09/2024,MU-33193,United States,Connecticut,OFF-SO-119976,Socks,Online Store,5,9.99,17.09,49.95,Northeast
IN-2023-19948,05/10/2023,OH-42179,United States,Delaware,OFF-YO-937933,Yoga Mats,Online Store,3,49.83,40.4,149.49,South
IN-2024-26661,25/12/2024,SX-55370,United States,Florida,OFF-BA-844289,Backpacks,Marketplaces,2,68.64,42.22,137.28,South
IN-2022-25850,16/09/2022,VJ-81261,United States,Georgia,OFF-BA-881950,Backpacks,Marketplaces,5,71.29,93.72,356.45,South
IN-2023-29946,22/07/2023,JQ-16192,United States,Hawaii,OFF-SP-300257,Sports Bras,Marketplaces,4,29.71,32.86,118.84,West
IN-2024-20481,13/08/2024,UZ-22712,United States,Idaho,OFF-BA-215228,Backpacks,Online Store,5,69.53,138.32,347.65,West
IN-2024-33797,20/08/2024,QL-45554,United States,Illinois,OFF-SP-162543,Sports Bras,Retail Stores,2,30.76,21.53,61.52,Midwest
IN-2024-61850,13/05/2024,OD-53318,United States,Indiana,OFF-JA-944614,Jackets,Retail Stores,5,102.4,125.35,512,Midwest
IN-2024-57191,17/10/2024,JK-28036,United States,Iowa,OFF-YO-415086,Yoga Mats,Pop-ups & Events,2,50.33,37.84,100.66,Midwest
IN-2023-40038,05/05/2023,MG-52664,United States,Kansas,OFF-SN-215903,Sneakers,Retail Stores,1,82.74,18.02,82.74,Midwest
IN-2023-41256,22/07/2023,ZQ-57510,United States,Kentucky,OFF-LE-282705,Leggings,Retail Stores,5,39.1,64.88,195.5,South
IN-2022-42692,02/10/2022,EF-26466,United States,Louisiana,OFF-SP-247340,Sports Bras,Online Store,4,30.42,35.28,121.68,South
IN-2024-50829,01/09/2024,SE-87039,United States,Maine,OFF-JA-544851,Jackets,Retail Stores,4,97.84,139.84,391.36,Northeast
IN-2022-35504,23/07/2022,LH-56220,United States,Maryland,OFF-LE-284829,Leggings,Marketplaces,1,40.37,13.67,40.37,South
IN-2024-17833,16/09/2024,UZ-93118,United States,Massachusetts,OFF-SO-962418,Socks,Marketplaces,5,10.13,11.78,50.65,Northeast
IN-2024-31916,12/10/2024,LK-99155,United States,Michigan,OFF-BA-880466,Backpacks,Retail Stores,1,73.17,26.54,73.17,Midwest
IN-2023-69138,16/05/2023,KX-43596,United States,Minnesota,OFF-SO-405799,Socks,Pop-ups & Events,2,10.38,4.92,20.76,Midwest
IN-2024-67101,15/05/2024,UT-58078,United States,Mississippi,OFF-SN-297608,Sneakers,Retail Stores,5,81.53,121.97,407.65,South
IN-2022-30598,24/03/2022,LA-97924,United States,Missouri,OFF-LE-489387,Leggings,Pop-ups & Events,5,39.42,54.16,197.1,Midwest
IN-2024-54772,26/12/2024,BJ-15886,United States,Montana,OFF-BA-989411,Backpacks,Online Store,4,70.01,74.51,280.04,West
IN-2022-27856,19/02/2022,AZ-28344,United States,Nebraska,OFF-LE-873133,Leggings,Marketplaces,5,38.81,39.77,194.05,Midwest
IN-2023-74702,24/09/2023,LU-59600,United States,Nevada,OFF-TA-650105,Tank Tops,Pop-ups & Events,4,19.97,16.41,79.88,West
IN-2023-50142,03/06/2023,II-94216,United States,New Hampshire,OFF-SN-854683,Sneakers,Online Store,5,82.01,161.53,410.05,Northeast
IN-2024-34307,16/12/2024,DN-78554,United States,New Jersey,OFF-YO-110028,Yoga Mats,Retail Stores,3,51.49,37.17,154.47,Northeast
IN-2023-89511,14/07/2023,SC-88265,United States,New Mexico,OFF-LE-982261,Leggings,Online Store,3,41.47,29.78,124.41,West
IN-2023-34217,09/09/2023,KY-34622,United States,New York,OFF-SP-118105,Sports Bras,Retail Stores,5,30.33,53.19,151.65,Northeast
IN-2023-13545,10/10/2023,HZ-93698,United States,North Carolina,OFF-LE-902075,Leggings,Online Store,3,40.78,30.93,122.34,South
IN-2024-13665,12/11/2024,BL-43459,United States,North Dakota,OFF-YO-544132,Yoga Mats,Marketplaces,5,50.4,80.79,252,Midwest
IN-2023-62122,02/05/2023,WM-58023,United States,Ohio,OFF-LE-509982,Leggings,Pop-ups & Events,2,38.82,23.71,77.64,Midwest
IN-2023-42401,20/03/2023,OO-18069,United States,Oklahoma,OFF-JA-310289,Jackets,Pop-ups & Events,3,99.39,101.66,298.17,South
IN-2022-44427,07/10/2022,NB-75395,United States,Oregon,OFF-SO-673223,Socks,Marketplaces,4,9.8,10.92,39.2,West
IN-2023-24800,15/02/2023,WK-47453,United States,Pennsylvania,OFF-SH-311118,Shirts,Pop-ups & Events,4,25.26,35.4,101.04,Northeast
IN-2023-40786,13/04/2023,BN-65191,United States,Rhode Island,OFF-JA-965300,Jackets,Pop-ups & Events,3,102.17,83.92,306.51,Northeast
IN-2023-62782,04/05/2023,MR-84722,United States,South Carolina,OFF-YO-181685,Yoga Mats,Retail Stores,1,49.12,11.08,49.12,South
IN-2023-34807,20/06/2023,JB-59652,United States,South Dakota,OFF-SO-405365,Socks,Online Store,3,10.43,7.44,31.29,Midwest
IN-2022-73481,23/07/2022,RK-88352,United States,Tennessee,OFF-BA-416471,Backpacks,Pop-ups & Events,1,72.83,24.78,72.83,South
IN-2024-73316,16/09/2024,WN-54043,United States,Texas,OFF-SN-986503,Sneakers,Pop-ups & Events,4,81.5,92.7,326,South
IN-2023-57591,28/06/2023,HY-67866,United States,Utah,OFF-BA-300013,Backpacks,Marketplaces,5,73.08,76.9,365.4,West
IN-2024-39689,17/05/2024,FD-91808,United States,Vermont,OFF-YO-990849,Yoga Mats,Retail Stores,3,51.14,54.68,153.42,Northeast
IN-2023-53824,25/02/2023,NK-51199,United States,Virginia,OFF-LE-931454,Leggings,Pop-ups & Events,5,41.52,57.41,207.6,South
IN-2022-90436,31/08/2022,AS-78198,United States,Washington,OFF-SN-507026,Sneakers,Marketplaces,3,78.15,60.19,234.45,West
IN-2024-66210,03/06/2024,RV-20479,United States,West Virginia,OFF-SO-329901,Socks,Pop-ups & Events,2,10.07,7.69,20.14,South
IN-2022-31858,18/01/2022,OA-13981,United States,Wisconsin,OFF-JA-476899,Jackets,Online Store,3,102.44,94.66,307.32,Midwest
IN-2022-71212,03/07/2022,XX-93924,United States,Wyoming,OFF-BA-684335,Backpacks,Pop-ups & Events,3,68.02,61.3,204.06,West
IN-2022-69064,02/08/2022,XA-53177,United States,Alabama,OFF-BA-376384,Backpacks,Marketplaces,4,69.33,68.02,277.32,South
IN-2022-41175,31/01/2022,TJ-50555,United States,District of Columbia,OFF-SP-912521,Sports Bras,Pop-ups & Events,4,30.38,39.81,121.52,West
IN-2023-91253,10/06/2023,QB-33179,United States,Arizona,OFF-SO-135374,Socks,Online Store,1,9.84,2.98,9.84,West
IN-2024-14920,27/08/2024,OQ-13449,United States,Arkansas,OFF-SH-803295,Shirts,Pop-ups & Events,1,25.17,6.77,25.17,South
IN-2022-54744,24/12/2022,KF-10101,United States,California,OFF-BA-159015,Backpacks,Retail Stores,1,69.5,21.55,69.5,West
IN-2022-50616,06/10/2022,GE-34787,United States,Colorado,OFF-SP-591106,Sports Bras,Online Store,5,30.67,31.3,153.35,West
IN-2023-50884,30/09/2023,PU-55604,United States,Connecticut,OFF-SN-559780,Sneakers,Online Store,5,79.81,84.85,399.05,Northeast
IN-2022-60640,01/04/2022,TU-21040,United States,Delaware,OFF-SH-655154,Shirts,Pop-ups & Events,2,24.58,18.77,49.16,South
IN-2023-74412,28/02/2023,VS-91183,United States,Florida,OFF-YO-647048,Yoga Mats,Marketplaces,5,50.1,77.34,250.5,South
IN-2023-46109,21/07/2023,XL-55565,United States,Georgia,OFF-SH-254124,Shirts,Pop-ups & Events,4,24.26,34.6,97.04,South
IN-2022-29844,12/11/2022,HS-14763,United States,Hawaii,OFF-SN-333658,Sneakers,Retail Stores,3,82.51,50.14,247.53,West
IN-2023-82896,30/12/2023,HK-88522,United States,Idaho,OFF-SN-602786,Sneakers,Retail Stores,5,80.09,108.8,400.45,West
IN-2022-15834,09/10/2022,FV-87565,United States,Illinois,OFF-SH-399644,Shirts,Online Store,3,25.4,25.57,76.2,Midwest
IN-2024-48044,26/08/2024,CI-18146,United States,Indiana,OFF-SP-450442,Sports Bras,Marketplaces,5,30.91,59.83,154.55,Midwest
IN-2023-45945,20/10/2023,HF-18905,United States,Iowa,OFF-SN-976860,Sneakers,Marketplaces,5,78.32,131.9,391.6,Midwest
IN-2023-26323,07/07/2023,TH-94456,United States,Kansas,OFF-LE-309644,Leggings,Online Store,1,39.98,8.17,39.98,Midwest
IN-2024-92342,04/07/2024,NU-42207,United States,Kentucky,OFF-SH-512866,Shirts,Marketplaces,2,24.47,16.7,48.94,South
IN-2024-57101,12/07/2024,ZS-80256,United States,Louisiana,OFF-SN-885520,Sneakers,Pop-ups & Events,4,81.22,114.78,324.88,South
IN-2023-39544,26/08/2023,EE-63590,United States,Maine,OFF-BA-865535,Backpacks,Retail Stores,1,73.37,19.61,73.37,Northeast
IN-2024-43535,09/08/2024,RY-95270,United States,Maryland,OFF-SO-722725,Socks,Marketplaces,5,10.49,14.36,52.45,South
IN-2023-79186,03/01/2023,PI-31088,United States,Massachusetts,OFF-LE-628742,Leggings,Marketplaces,3,39.28,24.54,117.84,Northeast
IN-2022-80105,19/07/2022,KJ-68345,United States,Michigan,OFF-TA-559394,Tank Tops,Online Store,1,19.95,7.52,19.95,Midwest
IN-2024-92795,10/07/2024,YE-89920,United States,Minnesota,OFF-JA-993761,Jackets,Pop-ups & Events,1,102.4,22.79,102.4,Midwest
IN-2022-79655,27/02/2022,JB-93341,United States,Mississippi,OFF-LE-138485,Leggings,Marketplaces,5,40.86,58.18,204.3,South
IN-2024-45648,17/06/2024,ZS-59852,United States,Missouri,OFF-TA-185479,Tank Tops,Retail Stores,5,19.48,24.39,97.4,Midwest
IN-2022-81230,18/03/2022,JL-71763,United States,Montana,OFF-BA-521437,Backpacks,Pop-ups & Events,5,72.37,90.4,361.85,West
IN-2024-40813,13/05/2024,OB-28528,United States,Nebraska,OFF-YO-214031,Yoga Mats,Online Store,4,50.54,47.25,202.16,Midwest
IN-2023-61771,25/11/2023,YS-55373,United States,Nevada,OFF-SN-625149,Sneakers,Retail Stores,1,83.63,27.05,83.63,West
IN-2022-14661,13/06/2022,BV-75278,United States,New Hampshire,OFF-TA-845469,Tank Tops,Online Store,2,20.23,8.34,40.46,Northeast
IN-2022-33276,15/05/2022,JM-11527,United States,New Jersey,OFF-SP-407943,Sports Bras,Online Store,2,29.57,22.6,59.14,Northeast
IN-2024-16440,03/04/2024,IX-97069,United States,New Mexico,OFF-LE-463072,Leggings,Online Store,5,39.07,39.38,195.35,West
IN-2024-83453,07/04/2024,LN-91515,United States,New York,OFF-SP-718307,Sports Bras,Online Store,1,30.79,10.72,30.79,Northeast
IN-2024-90727,17/06/2024,UZ-58477,United States,North Carolina,OFF-LE-806051,Leggings,Retail Stores,4,39.79,51.51,159.16,South
IN-2022-75759,26/10/2022,AE-53021,United States,North Dakota,OFF-SH-188440,Shirts,Online Store,2,25.44,11.33,50.88,Midwest
IN-2023-29618,21/03/2023,PY-18505,United States,Ohio,OFF-SP-216297,Sports Bras,Marketplaces,2,31.31,23.79,62.62,Midwest
IN-2022-23351,27/06/2022,CK-47674,United States,Oklahoma,OFF-SO-513317,Socks,Retail Stores,2,10.18,7.91,20.36,South
IN-2023-21614,05/05/2023,LR-75766,United States,Oregon,OFF-SN-621257,Sneakers,Marketplaces,1,83.04,28.51,83.04,West
IN-2024-14212,04/07/2024,MP-67889,United States,Pennsylvania,OFF-TA-493987,Tank Tops,Pop-ups & Events,5,20.47,28,102.35,Northeast
IN-2024-91240,21/08/2024,MA-80693,United States,Rhode Island,OFF-TA-651135,Tank Tops,Pop-ups & Events,5,20.38,31.94,101.9,Northeast
IN-2023-10622,19/10/2023,CF-10077,United States,South Carolina,OFF-SO-714579,Socks,Online Store,3,10.22,11.67,30.66,South
IN-2022-10600,29/03/2022,NV-14962,United States,South Dakota,OFF-BA-262171,Backpacks,Online Store,4,71.05,69.62,284.2,Midwest
IN-2024-90617,16/06/2024,ZA-75645,United States,Tennessee,OFF-SN-171916,Sneakers,Online Store,5,78.68,86.52,393.4,South
IN-2022-97760,21/09/2022,WB-39771,United States,Texas,OFF-TA-911077,Tank Tops,Marketplaces,4,19.93,23.13,79.72,South
IN-2024-66060,26/06/2024,YC-39216,United States,Utah,OFF-BA-483425,Backpacks,Retail Stores,1,68.51,17.27,68.51,West
IN-2022-49066,15/12/2022,II-23971,United States,Vermont,OFF-SO-403984,Socks,Retail Stores,1,10.4,3.6,10.4,Northeast
IN-2022-80842,26/06/2022,VV-40832,United States,Virginia,OFF-JA-981242,Jackets,Marketplaces,2,98.4,70.99,196.8,South
IN-2023-24772,26/04/2023,PJ-85730,United States,Washington,OFF-SH-940422,Shirts,Pop-ups & Events,2,25.39,17.14,50.78,West
IN-2024-79129,11/11/2024,PR-35388,United States,West Virginia,OFF-BA-518316,Backpacks,Marketplaces,1,72.16,18.09,72.16,South
IN-2024-14066,01/06/2024,ZL-11466,United States,Wisconsin,OFF-YO-585953,Yoga Mats,Marketplaces,4,49.18,66.18,196.72,Midwest
IN-2023-43436,17/08/2023,XS-28877,United States,Wyoming,OFF-SH-985555,Shirts,Pop-ups & Events,3,25.24,30.27,75.72,West
IN-2023-93000,05/02/2023,ME-30178,United States,Alabama,OFF-SO-632936,Socks,Online Store,3,9.82,10.34,29.46,South
IN-2022-95693,09/04/2022,FH-82903,United States,District of Columbia,OFF-LE-689314,Leggings,Pop-ups & Events,2,41.89,33.02,83.78,West
IN-2023-49360,19/01/2023,NQ-96179,United States,Arizona,OFF-SP-353840,Sports Bras,Pop-ups & Events,1,31.01,11.4,31.01,West
IN-2023-19568,18/12/2023,MC-56649,United States,Arkansas,OFF-JA-677728,Jackets,Retail Stores,1,104.78,26.07,104.78,South
IN-2022-25198,20/08/2022,GN-60444,United States,California,OFF-TA-885372,Tank Tops,Pop-ups & Events,5,19.41,29.88,97.05,West
IN-2022-81596,30/08/2022,SQ-40001,United States,Colorado,OFF-SN-876508,Sneakers,Online Store,5,80.37,112.23,401.85,West
IN-2024-57688,06/11/2024,OQ-88509,United States,Connecticut,OFF-SN-712285,Sneakers,Retail Stores,5,82.14,107.34,410.7,Northeast
IN-2022-48783,09/08/2022,XZ-86640,United States,Delaware,OFF-YO-623230,Yoga Mats,Online Store,5,52.49,95.13,262.45,South
IN-2022-38813,03/02/2022,DC-16955,United States,Florida,OFF-SP-347129,Sports Bras,Marketplaces,4,30.94,27.51,123.76,South
IN-2022-51699,28/05/2022,CG-54199,United States,Georgia,OFF-JA-564446,Jackets,Pop-ups & Events,3,102.17,88.49,306.51,South
IN-2022-96698,10/03/2022,JG-15433,United States,Hawaii,OFF-SN-624541,Sneakers,Online Store,5,81.37,89.95,406.85,West
IN-2022-36331,08/12/2022,JZ-93814,United States,Idaho,OFF-TA-546258,Tank Tops,Retail Stores,4,19.72,18.39,78.88,West
IN-2023-77606,02/02/2023,JI-82633,United States,Illinois,OFF-TA-614853,Tank Tops,Pop-ups & Events,4,19.8,25.32,79.2,Midwest
IN-2024-89477,16/06/2024,BQ-33689,United States,Indiana,OFF-SH-761576,Shirts,Pop-ups & Events,5,25.89,44.53,129.45,Midwest
IN-2024-65994,22/01/2024,HX-65101,United States,Iowa,OFF-LE-687179,Leggings,Online Store,5,40.55,80.19,202.75,Midwest
IN-2022-52848,23/07/2022,KA-68812,United States,Kansas,OFF-BA-596445,Backpacks,Pop-ups & Events,4,70.72,81.03,282.88,Midwest
IN-2022-14174,26/09/2022,UQ-16836,United States,Kentucky,OFF-JA-766605,Jackets,Marketplaces,3,100.26,90.64,300.78,South
IN-2024-62689,14/02/2024,CZ-32959,United States,Louisiana,OFF-BA-581638,Backpacks,Online Store,1,71.26,15.98,71.26,South
IN-2023-67790,14/12/2023,AE-52427,United States,Maine,OFF-SO-318230,Socks,Retail Stores,3,9.91,6.29,29.73,Northeast
IN-2023-69608,19/07/2023,MF-75120,United States,Maryland,OFF-YO-845991,Yoga Mats,Pop-ups & Events,3,49.1,50.59,147.3,South
IN-2024-76121,12/06/2024,SY-53113,United States,Massachusetts,OFF-LE-343165,Leggings,Marketplaces,2,39.84,23.7,79.68,Northeast
IN-2024-10326,25/04/2024,JI-91421,United States,Michigan,OFF-JA-789022,Jackets,Marketplaces,2,97.88,65.16,195.76,Midwest
IN-2024-26149,08/08/2024,NH-88662,United States,Minnesota,OFF-YO-157545,Yoga Mats,Marketplaces,3,51.27,33.06,153.81,Midwest
IN-2022-86734,04/04/2022,UQ-80052,United States,Mississippi,OFF-TA-956248,Tank Tops,Retail Stores,1,20.21,6.81,20.21,South
IN-2023-51830,21/02/2023,AG-23718,United States,Missouri,OFF-YO-561351,Yoga Mats,Marketplaces,3,48.77,45.16,146.31,Midwest
IN-2023-65845,30/09/2023,AM-76795,United States,Montana,OFF-SO-880084,Socks,Pop-ups & Events,1,9.94,3.88,9.94,West
IN-2022-24028,14/05/2022,JF-64909,United States,Nebraska,OFF-JA-311409,Jackets,Marketplaces,1,103.38,30.66,103.38,Midwest
IN-2023-33686,05/11/2023,IO-93725,United States,Nevada,OFF-TA-174960,Tank Tops,Online Store,2,19.91,11.28,39.82,West
IN-2024-64737,21/07/2024,AD-77470,United States,New Hampshire,OFF-SH-701491,Shirts,Pop-ups & Events,5,26.25,41.51,131.25,Northeast
IN-2023-68164,16/03/2023,YQ-38889,United States,New Jersey,OFF-SH-535979,Shirts,Retail Stores,1,26.06,8.11,26.06,Northeast
IN-2022-99693,30/04/2022,EA-87719,United States,New Mexico,OFF-SN-817612,Sneakers,Pop-ups & Events,4,82.73,109.67,330.92,West
IN-2024-15317,07/06/2024,AP-73459,United States,New York,OFF-LE-980922,Leggings,Marketplaces,3,39.6,28.87,118.8,Northeast
IN-2024-80063,05/09/2024,LE-67441,United States,North Carolina,OFF-LE-660868,Leggings,Marketplaces,5,39.81,46.79,199.05,South
IN-2023-39906,29/12/2023,VJ-66686,United States,North Dakota,OFF-YO-509883,Yoga Mats,Pop-ups & Events,1,49.21,16.23,49.21,Midwest
IN-2023-46483,08/03/2023,VX-17758,United States,Ohio,OFF-SH-452874,Shirts,Retail Stores,1,25.7,5.97,25.7,Midwest
IN-2022-22813,07/08/2022,VD-47782,United States,Oklahoma,OFF-SN-778541,Sneakers,Retail Stores,1,80.91,24.12,80.91,South
IN-2024-84264,18/08/2024,RH-79427,United States,Oregon,OFF-JA-206535,Jackets,Marketplaces,2,97.78,42.71,195.56,West
IN-2023-15371,29/04/2023,PD-65865,United States,Pennsylvania,OFF-YO-239568,Yoga Mats,Online Store,3,49.77,44.3,149.31,Northeast
IN-2022-27574,30/08/2022,WU-74961,United States,Rhode Island,OFF-TA-143634,Tank Tops,Retail Stores,1,20.2,7.04,20.2,Northeast
IN-2024-79089,09/01/2024,SA-18230,United States,South Carolina,OFF-LE-746942,Leggings,Pop-ups & Events,2,41.2,27.78,82.4,South
IN-2023-36646,07/09/2023,WW-60445,United States,South Dakota,OFF-LE-367164,Leggings,Marketplaces,3,40.76,32.25,122.28,Midwest
IN-2022-75234,20/02/2022,CD-23839,United States,Tennessee,OFF-SO-202383,Socks,Retail Stores,2,10.11,7.47,20.22,South
IN-2022-11633,19/05/2022,SW-75044,United States,Texas,OFF-SN-810295,Sneakers,Marketplaces,2,81.07,62,162.14,South
IN-2024-50532,01/03/2024,XZ-62084,United States,Utah,OFF-YO-290214,Yoga Mats,Pop-ups & Events,3,51.92,41.29,155.76,West
IN-2024-44583,24/04/2024,TK-11270,United States,Vermont,OFF-SN-291712,Sneakers,Online Store,5,82.83,138.18,414.15,Northeast
IN-2022-36130,07/03/2022,EN-74588,United States,Virginia,OFF-SN-679227,Sneakers,Retail Stores,4,81.03,67.22,324.12,South
IN-2024-14069,23/11/2024,WL-54360,United States,Washington,OFF-SP-282871,Sports Bras,Retail Stores,3,29.56,20.1,88.68,West
IN-2024-29538,02/05/2024,PW-47037,United States,West Virginia,OFF-LE-884724,Leggings,Retail Stores,5,39.57,75.4,197.85,South
IN-2023-27266,08/08/2023,NP-26762,United States,Wisconsin,OFF-LE-186609,Leggings,Pop-ups & Events,4,39.88,48.57,159.52,Midwest
IN-2024-50905,25/05/2024,EJ-91076,United States,Wyoming,OFF-SP-610826,Sports Bras,Online Store,3,29.69,32.45,89.07,West
IN-2022-57698,22/10/2022,HO-64116,United States,Alabama,OFF-BA-734378,Backpacks,Online Store,2,68.28,29.5,136.56,South
IN-2022-13072,18/03/2022,FI-57665,United States,District of Columbia,OFF-BA-762512,Backpacks,Pop-ups & Events,2,71.7,53.52,143.4,West
IN-2024-10732,12/06/2024,RX-21225,United States,Arizona,OFF-SO-167250,Socks,Online Store,5,10.4,19.32,52,West
IN-2024-42565,05/07/2024,NP-47963,United States,Arkansas,OFF-BA-880803,Backpacks,Online Store,1,70.77,24.26,70.77,South
IN-2024-38329,03/05/2024,NI-73578,United States,California,OFF-SN-503920,Sneakers,Online Store,3,78.06,82.75,234.18,West
